firstName,lastName,birthday,language,location
Gijs,Scholten,1960-01-08,Japanese,Japan
Stephen,Graham,1984-09-25,English,Korea
Liev,Schreiber,1974-01-27,Spanish,United States
Katie,McGrath,1973-11-26,Japanese,Canada
Johnny,Baweja,1964-06-10,English,Canada
Leila,Hatami,1980-11-21,Korean,United States
Michael,Stuhlbarg,1976-02-15,Japanese,United States
Mandy,Moore,1956-04-11,Chinese,France
Storm,Reid,1958-08-01,English,Spain
Debs,Howard,1966-07-05,French,United States
Alex,Neustaedter,1952-06-19,English,China
Mehmet,Günsür,1955-05-14,Korean,France
Sachin,Khedekar,1964-05-20,English,United States
Sanjay,Narvekar,1967-07-25,Japanese,United States
Abir,Chatterjee,1992-01-20,German,France
Tamannaah,Bhatia,2001-07-31,French,Germany
Hyun-moo,Jun,1981-06-30,German,Canada
Isabella,Acres,1999-04-19,English,United States
Eugenia,Suárez,1994-01-03,English,Korea
Patricio,Castillo,1956-11-30,Chinese,Canada
Sarah,Jeffery,2001-02-13,Korean,Korea
Evan,Rachel,1997-01-07,German,United States
Keo,Woolford,1998-01-04,English,Canada
Haluk,Bilginer,1982-06-03,Japanese,Germany
Cole,Hauser,1975-03-30,Spanish,United States
Antoine,Bizet,1973-11-25,Chinese,Canada
Ravi,Kumar,1962-02-16,French,United States
Ezra,Miller,1965-06-26,English,United States
Eli,Roth,1973-01-16,German,China
Ruth,Bradley,1961-10-06,English,France
Ai,Weiwei,1984-10-29,Korean,China
Palash,Sen,1991-09-26,English,Canada
Daniel,Sharman,1951-09-25,Chinese,Korea
Alejandro,Sanz,1970-05-18,Japanese,Canada
Ellen,Burstyn,1998-03-21,German,Spain
J.,Michael,1951-10-07,German,Korea
William,Shatner,1988-05-12,English,Canada
Dom,DeLuise,1967-06-03,Spanish,United States
Claire,Forlani,1955-11-08,Japanese,Canada
Ashley,Pereira,1969-08-19,Chinese,United States
Anson,Mount,1989-08-06,Chinese,United States
Milo,Gibson,1962-11-25,Chinese,China
Emma,Thompson,1988-10-17,Korean,France
Ben,Diskin,1974-04-20,Chinese,United States
Javicia,Leslie,1958-10-27,Spanish,Korea
Rez,Kempton,1995-08-18,English,Canada
Ghadah,Abdulrazeq,1961-06-15,English,France
William,Powell,2003-05-27,Chinese,China
Dylan,OBrien,1993-11-23,Japanese,Japan
Dave,Hunt,1965-12-28,German,United States
Blair,Brown,1959-04-28,English,France
Donald,Sutherland,1973-05-12,French,United States
Hayden,Christensen,1996-06-01,German,France
Sasha,Lane,1983-05-05,French,Japan
Ted,Williams,1955-06-07,Korean,Spain
Jerry,G.,1980-07-08,English,Canada
Amy,Winehouse,1995-09-01,Korean,China
Erica,Yohn,1958-07-21,English,United States
Philip,Glasser,1980-07-28,Chinese,United States
Thomas,Dekker,1958-06-25,Korean,France
Eyad,Nassar,1989-12-20,English,Canada
Mohamed,Ramadan,1967-03-18,Chinese,United States
Swara,Bhaskar,1998-03-17,French,Canada
Oona,Chaplin,1954-08-14,English,United States
Sam,Waterston,1959-02-04,German,United States
Jennifer,Lopez,1965-10-15,Spanish,United States
Amrit,Maghera,1970-04-09,English,United States
Daniela,Escobar,1988-05-27,Japanese,Canada
Randy,Couture,1963-01-16,Spanish,Germany
Siddharth,Koirala,1964-05-10,English,Germany
Zachary,Levi,1964-05-19,Japanese,Japan
Warren,Christie,1986-06-15,Chinese,United States
Angela,Galuppo,1958-09-26,Korean,United States
John,Roohinian,1998-04-14,German,United States
Ahmed,Eid,1960-11-07,German,United States
Surya,Saputra,1959-04-24,Spanish,Japan
Perdita,Weeks,1957-06-17,Korean,China
Joel,Courtney,1950-12-14,English,United States
Jung-min,Hwang,1967-06-05,Chinese,Canada
Parker,Jackson,1962-05-11,Korean,Korea
Stefanie,Scott,1995-03-23,Japanese,Canada
Chantavit,Dhanasevi,1989-06-10,French,United States
Harold,Evans,1958-10-29,English,Germany
Belén,Soto,1996-02-03,French,Germany
Roy,Marsden,1960-01-17,Chinese,Canada
Shadab,Kamal,1959-06-09,Chinese,United States
Çetin,Tekindor,2003-10-04,French,United States
Ingrid,Guimarães,1963-10-25,Korean,Germany
Missy,Peregrym,1968-04-15,Spanish,Japan
Black,Deniro,1961-04-26,English,Spain
Jack,Cutmore-Scott,1974-11-28,Spanish,United States
Jonathan,Park,1982-07-25,Japanese,China
Kevin,Makely,1981-12-31,Spanish,China
Maurice,LaMarche,1993-08-11,German,Japan
Osman,Khalid,1997-02-28,English,Korea
Hande,Do?andemir,2001-08-23,Japanese,Spain
Zoe,Lister-Jones,1993-12-10,Spanish,France
Kyle,Gallner,2002-02-06,English,Canada
Puri,Hiranyapluek,1987-09-19,English,Canada
Chalad,Na,1977-05-15,Chinese,Japan
Theeradej,Wongpuapan,2003-03-06,English,Japan
Johan,Cruyff,1969-01-01,English,Canada
Kelly,Sheridan,1969-05-17,English,United States
Diana,Kaarina,1969-02-11,German,Spain
Twinkle,Khanna,1981-04-22,English,China
Steve,Young,1999-03-31,German,Japan
Rajesh,Khanna,1957-08-23,English,Japan
Farooq,Shaikh,1978-01-06,Spanish,United States
Andy,Whitfield,1999-08-22,French,United States
Matthew,Espinosa,1985-06-02,German,Japan
Rowan,Atkinson,1959-12-16,English,Spain
Mike,Judge,1956-11-23,Spanish,United States
Todrick,Hall,1987-02-23,Japanese,Spain
Tony,McCoy,1990-04-21,Spanish,France
Erika,Linder,1955-11-28,Spanish,France
Mira,Sorvino,1957-01-18,French,Japan
Nick,Whitaker,1989-01-09,Spanish,Korea
Ron,Moody,1958-10-05,Korean,United States
William,Ackman,1969-04-30,Korean,United States
Kunal,Nayyar,2000-08-08,French,France
Ishaan,Khattar,1954-08-06,German,Korea
Raghuvir,Yadav,1960-03-25,Spanish,China
Joey,Kern,1953-03-02,Japanese,France
Frankie,Muniz,1995-09-27,English,Japan
Christoph,Sanders,2003-10-27,English,Canada
Bjarke,Ingels,1954-10-10,Japanese,France
Ricky,Garcia,1959-03-06,Chinese,France
Nick,Broomfield,1961-01-14,French,China
Billy,Graham,1976-12-16,French,United States
Joy,Sengupta,1953-02-28,Japanese,United States
Nina,Kulkarni,1964-04-24,English,United States
Toni,Collette,1961-05-28,Japanese,Germany
Jason,Ritter,1957-04-11,Spanish,Canada
Kate,Nhung,1979-05-20,Japanese,United States
María,Mera,1972-04-01,English,United States
Dawnisha,Halfkenny,1985-09-28,Chinese,China
Josh,Hartnett,1981-07-31,English,Korea
Cam,Gigandet,1987-12-27,English,Canada
Ricardo,Darín,1970-12-28,English,United States
Benjamin,Dickey,1983-08-06,English,United States
Ryan,Kwanten,1975-06-16,French,United States
Syrus,Shahidi,1982-08-24,Spanish,United States
Léa,Seydoux,1953-01-28,English,Japan
Cate,Blanchett,1965-03-26,Japanese,Canada
Alan,Ritchson,1992-05-24,Spanish,Canada
Ryan,Gosling,2002-07-23,English,Spain
Robert,Lazar,2002-01-26,Japanese,United States
Cole,Howard,2000-09-02,French,United States
Bobbi,Jene,1951-08-19,Korean,France
Bobby,Robson,1964-09-07,German,Japan
Hedy,Lamarr,1983-05-09,Korean,Spain
Jandino,Asporaat,1957-01-15,Korean,China
Warren,Beatty,1954-09-08,French,Japan
Casting,a,1988-03-29,Chinese,United States
Vinícius,Garcia,1959-11-22,Spanish,Canada
Wendy,Raquel,1991-02-05,English,Canada
Alex,Russell,1988-08-09,English,Japan
Logan,Browning,1970-01-17,Chinese,Canada
Linor,Abargil,1972-07-15,French,United States
Tony,Hale,1976-10-12,Japanese,Canada
Sridhar,Rangayan,1989-08-19,Japanese,Japan
Samson,Coulter,1977-11-08,German,United States
Cristine,Prosperi,1989-11-21,English,United States
Jonny,Gray,1995-10-07,French,Canada
Yoshua,Sudarso,1969-03-18,Spanish,United States
Mike,C.,2000-01-14,Korean,United States
Elizabeth,Taylor,1996-07-14,French,France
Guillaume,Canet,1966-05-09,German,Korea
Gage,Golightly,1976-02-09,Korean,Canada
Chicco,Jerikho,1980-12-11,English,Japan
Muriel,Santa,1966-08-03,Korean,Canada
Aamina,Sheikh,1963-07-26,English,France
Akanksha,Puri,2001-03-30,German,Canada
Sara,Maldonado,1964-08-23,Japanese,Korea
John,Larroquette,1966-05-13,English,France
Connor,Rosen,1995-10-07,English,Korea
Jennifer,Love,1997-01-21,English,France
Virginia,Madsen,1967-10-16,Korean,Germany
Dharmajan,Bolgatty,1953-12-13,French,Spain
John,Connors,1976-01-29,Korean,Japan
Sissy,Spacek,1965-03-27,Korean,Spain
Lou,Taylor,1979-10-18,German,France
Wong,Jing,1966-02-22,Japanese,United States
